,,,,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,QtyActual,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,LineTotal W/ CRV & ST ,QtyActual,LineTotal W/ CRV & ST 
,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,Total,Total
Class,InventoryNum,Description,InventoryPackageNum,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,Total,Total
Snacks,SNA00111,One Bars Apple 12/.9 oz,BOX,,,,,,,,,,,,,9,28,19,24,23,25,26,1,,,,,,,,,,,,,,,,,$131.63 ,$409.52 ,$341.70 ,$449.60 ,$441.23 ,$479.60 ,$498.77 ,$19.18 ,,,,,155,"$2,771.23 "
Snacks,SNA00148,Think Thin Salted Caramel 10/1.41 oz,BOX,,,,,,,,,,,,,,4,50,51,30,36,38,42,,,,,,,,,,,,,,,,,,$77.68 ,$977.63 ,"$1,052.84 ",$627.00 ,$752.40 ,$794.20 ,$877.80 ,,,,,251,"$5,159.55 "
Snacks,SNA00149,Think Thin Chunky Chocolate Peanut 10/1.41 oz,BOX,,,,,,,,,,,,,,4,49,47,46,43,25,20,,,,,,,,,,,,,,,,,,$77.68 ,$958.72 ,$969.24 ,$961.40 ,$898.70 ,$522.50 ,$418.00 ,,,,,234,"$4,806.24 "
Snacks,SNA00151,Think Thin Brownie Crunch 10/2.1 oz,BOX,,,,,,,,,,,,,,,,,,28,9,2,,,,,,,,,,,,,,,,,,,,,,$585.20 ,$188.10 ,$41.80 ,,,,,39,$815.10 
Snacks,SNA00154,Think Thin White Chocolate Chip 10/2.1 oz,BOX,,,,,,,,,,,,,,4,44,51,40,38,72,63,,,,,,,,,,,,,,,,,,$77.68 ,$860.76 ,"$1,047.61 ",$836.00 ,$794.20 ,"$1,504.80 ","$1,316.70 ",,,,,312,"$6,437.75 "
Snacks,SNA00199,Clif Bar Builder's Cookies & Cream 12/2.4 oz,BOX,22,23,33,30,29,22,19,18,20,13,14,7,23,3,,,,,,,,,,,$583.00 ,$609.50 ,$874.50 ,$795.00 ,$779.29 ,$601.25 ,$519.23 ,$491.91 ,$546.57 ,$355.27 ,$382.60 ,$191.30 ,$648.18 ,$85.45 ,,,,,,,,,,,276,"$7,463.05 "
Snacks,SNA00200,Clif Bar Builder's Chocolate Peanut Butter 12/2.4 oz,BOX,3,2,,4,,3,4,11,5,7,7,8,3,,,,,,,,,,,,$79.50 ,$53.00 ,,$106.00 ,,$81.98 ,$109.31 ,$300.60 ,$136.64 ,$191.31 ,$191.31 ,$218.64 ,$85.45 ,,,,,,,,,,,,57,"$1,553.74 "
Snacks,SNA00203,Clif Bar Builder's Vanilla Almond 12/2.4 oz,BOX,3,2,2,4,,16,23,19,16,14,18,17,19,2,,,,,,,,,,,$79.50 ,$53.00 ,$53.00 ,$106.00 ,,$437.26 ,$628.54 ,$519.24 ,$437.28 ,$382.61 ,$491.91 ,$464.59 ,$538.89 ,$56.97 ,,,,,,,,,,,155,"$4,248.79 "
Snacks,SNA00222,Nature's Bakery Whole Wheat Fig Bar 12/2 oz,BOX,3,4,,4,14,,12,5,3,5,3,,5,,,,,,,,,,,,$30.09 ,$40.12 ,,$36.79 ,$130.77 ,,$113.81 ,$47.42 ,$28.45 ,$47.42 ,$28.45 ,,$53.91 ,,,,,,,,,,,,58,$557.23 
Snacks,SNA00260,Organic Apple Rings Pc SML,PC SML,11,11,12,13,12,7,7,9,7,13,9,9,10,11,12,16,12,11,8,1,,2,,,$133.21 ,$133.21 ,$145.32 ,$157.43 ,$146.43 ,$87.36 ,$87.36 ,$112.32 ,$87.36 ,$162.24 ,$112.32 ,$112.32 ,$124.81 ,$137.32 ,$149.81 ,$209.73 ,$159.81 ,$146.49 ,$106.56 ,$13.32 ,,$26.63 ,,,203,"$2,551.36 "
Snacks,SNA00266,Cashew Clusters Pc SML,PC SML,28,24,4,,,,,,,,,,,,,,,,,,,,,,$596.12 ,$510.96 ,$85.16 ,,,,,,,,,,,,,,,,,,,,,,56,"$1,192.24 "
Snacks,SNA00288,Trader Joe's Dark Chocolate Covered Raisins Pc SML,PC SML,,,,,,,,,,,,,,,15,7,6,2,3,,,,,,,,,,,,,,,,,,,,$748.14 ,$372.40 ,$319.20 ,$106.40 ,$159.60 ,,,,,,33,"$1,705.74 "
Snacks,SNA00325,M&M's Peanut Pc SML,PC SML,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,$37.84 ,,,,,,,,,,,2,$37.84 
Snacks,SNA00350,Peanut Butter Filled Pretzels Pc SML,PC SML,47,32,53,39,35,43,40,41,39,40,32,25,36,31,30,42,41,44,47,41,,,,,$372.24 ,$253.44 ,$419.76 ,$308.88 ,$280.45 ,$351.31 ,$326.80 ,$334.97 ,$318.63 ,$326.80 ,$261.44 ,$204.25 ,$294.13 ,$253.32 ,$245.15 ,$361.20 ,$357.38 ,$383.60 ,$409.81 ,$357.45 ,,,,,778,"$6,421.01 "
Snacks,SNA00354,Wonderful Pistachio Salt Pepper PC SML,PC SML,2,,,,3,3,1,,,,,,,,,,,,,,,,,,$78.40 ,,,,$120.05 ,$121.27 ,$40.42 ,,,,,,,,,,,,,,,,,,9,$360.14 
Snacks,SNA00361,Raw Almonds PC SML,PC SML,,,,,,,1,,,,,1,,,,,2,,,,6,,,,,,,,,,$24.70 ,,,,,$24.70 ,,,,,$52.70 ,,,,$158.10 ,,,,10,$260.20 
Snacks,SNA00367,Rosemary Almonds Pc SML,PC SML,11,8,10,8,8,7,10,10,10,8,6,6,19,10,11,10,15,15,,,,,,,"$1,081.74 ",$786.72 ,$983.40 ,$786.72 ,$795.93 ,$709.87 ,"$1,014.10 ","$1,014.10 ","$1,014.10 ",$811.28 ,$608.46 ,$608.46 ,"$1,926.78 ","$1,014.06 ","$1,115.47 ","$1,047.88 ","$1,622.49 ","$1,622.53 ",,,,,,,182,"$18,564.09 "
Snacks,SNA00396,Sunridge Farms Chocolate Raisins Pc SML,PC SML,,,,,,,,,,,,,,14,3,11,11,22,17,3,,,,,,,,,,,,,,,,,,$334.70 ,$71.72 ,$278.91 ,$280.50 ,$561.00 ,$433.50 ,$76.50 ,,,,,81,"$2,036.83 "
Snacks,SNA00410,Trader Joe's Dark Chocolate Pretzels Pc SML,PC SML,27,21,30,29,28,26,28,32,26,44,27,17,30,21,19,29,18,29,33,36,,,,,$269.19 ,$209.37 ,$299.10 ,$289.13 ,$282.88 ,$267.28 ,$287.84 ,$328.96 ,$267.28 ,$452.32 ,$277.56 ,$174.76 ,$308.40 ,$215.88 ,$195.36 ,$311.17 ,$197.40 ,$318.10 ,$361.98 ,$394.86 ,,,,,550,"$5,708.82 "
Snacks,SNA00434,Woodstock Dark Chocolate Almonds Pc SML,PC SML,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,$42.33 ,,,,,,,$135.45 ,,,,,4,$177.78 
Snacks,SNA00477,Woodstock Dark Chocolate Almonds 10 lb,CASE,13,7,8,5,8,8,8,8,7,10,7,3,9,5,7,9,11,9,10,2,,,,,"$1,779.44 ",$958.16 ,"$1,095.04 ",$684.40 ,"$1,107.88 ","$1,129.28 ","$1,129.28 ","$1,129.28 ",$988.12 ,"$1,411.60 ",$988.12 ,$423.48 ,"$1,270.43 ",$705.80 ,"$1,046.55 ","$1,474.59 ","$1,827.65 ","$1,495.35 ","$1,661.50 ",$332.30 ,,,,,154,"$22,638.25 "
Snacks,SNA00502,Annie's Homegrown Berry Patch 4 oz,EACH,,,,,,,,,,,,,128,10,,,,,,,,,,,,,,,,,,,,,,,$656.00 ,$51.25 ,,,,,,,,,,,138,$707.25 
Snacks,SNA00629,Orbit Sugar Free Gum Tropical Remix 12/14 Pcs,BOX,4,,0,,,,,,,,,,,,,,,,,,,,,,$64.12 ,,$0.00 ,,,,,,,,,,,,,,,,,,,,,,4,$64.12 
Snacks,SNA00666,Food Should Taste Good Blue Corn 24/1.5 oz,CASE,8,9,11,9,8,7,7,5,6,4,4,3,4,2,,,,,,,,,,,$166.40 ,$187.21 ,$228.80 ,$187.20 ,$168.35 ,$150.15 ,$150.16 ,$107.25 ,$128.70 ,$85.80 ,$85.80 ,$64.35 ,$85.56 ,$42.66 ,,,,,,,,,,,87,"$1,838.39 "
Snacks,SNA00667,Food Should Taste Good Multigrain 24/1.5 oz,CASE,,,,,1,,1,,2,,1,,,,,,,,,,,,,,,,,,$21.45 ,,$21.45 ,,$42.90 ,,$21.45 ,,,,,,,,,,,,,,5,$107.25 
Snacks,SNA00692,Popcorners Kettle 40/1.1 oz,CASE,,,,,,4,5,7,6,6,5,3,9,,,,,,,,,,,,,,,,,$99.00 ,$123.75 ,$173.25 ,$148.50 ,$148.50 ,$123.75 ,$74.25 ,$284.76 ,,,,,,,,,,,,45,"$1,175.76 "
Snacks,SNA00759,Kettle Brand Chips Sea Salt & Vinegar 24/1.5 oz,CASE,,,,,,,,3,12,12,9,8,9,9,13,13,12,12,14,2,,,,,,,,,,,,$71.64 ,$286.56 ,$286.56 ,$214.92 ,$191.04 ,$223.00 ,$224.01 ,$323.57 ,$340.17 ,$318.60 ,$318.60 ,$371.70 ,$53.10 ,,,,,128,"$3,223.47 "
Snacks,SNA00785,Krave Jerky Beef Chili Lime 1.5 oz,EACH,396,270,288,324,414,414,288,378,252,324,306,324,414,36,,,,,,,,,,,"$1,200.99 ",$818.85 ,$873.44 ,$982.62 ,"$1,274.38 ","$1,294.90 ",$900.80 ,"$1,182.30 ",$788.20 ,"$1,013.40 ",$957.10 ,"$1,013.40 ","$1,188.89 ",$100.13 ,,,,,,,,,,,"4,428","$13,589.40 "
Snacks,SNA00815,479 Sea Salt Caramel 24/1.25 oz,CASE,,,,,2,,,2,2,,,,,,,2,,,,,,,,,,,,,$59.33 ,,,$61.19 ,$61.19 ,,,,,,,$66.69 ,,,,,,,,,8,$248.40 
Snacks,SNA00823,Back To Nature Classic 12.5 oz,EACH,,,24,,24,14,24,,,,,,,,,,,,,,,,,,,,$124.91 ,,$124.91 ,$75.14 ,$128.81 ,,,,,,,,,,,,,,,,,,86,$453.77 
Snacks,SNA00898,Wow Baking Company Chocolate Chip 100/1 oz,CASE,8,4,5,6,1,2,,6,5,7,4,3,7,9,10,11,12,12,11,11,2,,,,$516.16 ,$258.08 ,$322.60 ,$387.12 ,$66.53 ,$133.07 ,,$399.18 ,$332.65 ,$465.72 ,$266.12 ,$199.59 ,$465.71 ,$598.77 ,$689.51 ,$790.66 ,$882.60 ,$882.60 ,$809.05 ,$809.05 ,$147.10 ,,,,136,"$9,421.87 "
Snacks,SNA01036,Goldfish Baked Cheddar Snacks Crackers 58 oz,BOX,14,12,13,12,12,15,12,12,10,9,10,7,14,6,12,12,11,14,11,11,9,,,,$224.42 ,$192.36 ,$208.39 ,$192.36 ,$194.86 ,$247.95 ,$198.36 ,$198.36 ,$165.30 ,$148.77 ,$165.30 ,$115.71 ,$231.42 ,$99.18 ,$198.36 ,$206.09 ,$193.96 ,$246.87 ,$193.93 ,$193.93 ,$158.68 ,,,,238,"$3,974.56 "
Snacks,SNA01157,Justins Milk Chocolate Peanut Butter Cups 12/1.4 oz,BOX,,,,,,,,,,,132,12,,,,,,,,,,,,,,,,,,,,,,,"$2,695.66 ",$245.06 ,,,,,,,,,,,,,144,"$2,940.72 "
Snacks,SNA01158,Justins Dark Chocolate Peanut Butter Cups 12/1.4 oz,BOX,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,"$1,470.36 ",,,,,,,,,,,,,,72,"$1,470.36 "
Snacks,SNA01173,Dang Coconut Chips Toasted 12/1.43 oz,CASE,,,,,2,,,1,,2,,1,,1,,3,,1,,,,,,,,,,,$61.44 ,,,$30.72 ,,$61.44 ,,$30.72 ,,$30.72 ,,$95.07 ,,$33.07 ,,,,,,,11,$343.18 
Snacks,SNA01408,Popcorners Cheesy Jalapeno 40/1.1 oz,CASE,,,,,6,10,6,9,7,5,3,4,6,,,,1,,,,,,,,,,,,$152.57 ,$254.30 ,$152.58 ,$228.87 ,$178.01 ,$127.15 ,$76.29 ,$101.72 ,$152.53 ,,,,$27.12 ,,,,,,,,57,"$1,451.14 "
Snacks,SNA01409,Popcorners White Cheddar 40/1.1 oz,CASE,,,,,8,7,7,9,6,6,5,3,5,1,,,,,,,,,,,,,,,$202.65 ,$178.01 ,$178.01 ,$228.87 ,$152.58 ,$152.58 ,$127.15 ,$76.29 ,$158.20 ,$31.64 ,,,,,,,,,,,57,"$1,485.98 "
Snacks,SNA01427,Lesser Evil Buddha Bowl Popcorn Classic Cheddah 18/.88 Oz,CASE,,,,,,,,,,5,7,4,6,6,14,14,19,17,13,3,,,,,,,,,,,,,,$105.00 ,$147.00 ,$84.00 ,$126.00 ,$126.00 ,$217.02 ,$317.99 ,$441.44 ,$394.95 ,$301.99 ,$69.69 ,,,,,108,"$2,331.08 "
Snacks,SNA01428,Lesser Evil Budda Bowl 18/.88 oz,CASE,14,5,11,10,7,8,7,8,7,,,,,,,,,,,,,,,,$285.04 ,$101.80 ,$223.97 ,$203.61 ,$144.44 ,$168.00 ,$147.00 ,$168.00 ,$147.00 ,,,,,,,,,,,,,,,,77,"$1,588.86 "
Snacks,SNA01447,Bubbies Of SF Pure Kosher Dill Pickles 16 oz,JAR,,,24,,24,24,32,,,24,12,,,,,,,,,,,,,,,,$121.82 ,,$125.63 ,$125.63 ,$167.51 ,,,$125.62 ,$62.81 ,,,,,,,,,,,,,,140,$729.02 
Snacks,SNA01450,Nature's Path Trail Mixer Gluten Free 6/6.2 oz,BOX,49,34,42,36,42,33,19,16,16,27,18,18,31,37,62,72,18,,,,,,,,"$1,260.62 ",$874.71 ,"$1,080.53 ",$926.16 ,"$1,099.83 ",$875.54 ,$504.09 ,$424.48 ,$424.49 ,$716.35 ,$477.56 ,$477.54 ,$822.45 ,$981.66 ,"$1,675.94 ","$2,068.00 ",$528.00 ,,,,,,,,570,"$15,217.95 "
Snacks,SNA01451,Health Warrior Chia Bar Chocolate Peanut Butter 15/.88 oz,BOX,19,14,23,14,17,5,,,,,,,,,,,,,,,,,,,$438.14 ,$322.84 ,$530.38 ,$322.84 ,$393.46 ,$118.90 ,,,,,,,,,,,,,,,,,,,92,"$2,126.56 "
Snacks,SNA01452,Health Warrior Chia Bar Coconut 15/.88 oz,BOX,28,23,33,24,19,7,,,,,,,,,,,,,,,,,,,$645.68 ,$530.38 ,$760.98 ,$553.44 ,$440.30 ,$166.46 ,,,,,,,,,,,,,,,,,,,134,"$3,097.24 "
Snacks,SNA01453,Health Warrior Chia Bar Banana Nut 15/.88 oz,BOX,22,13,21,13,15,5,,,,,,,,,,,,,,,,,,,$507.32 ,$299.78 ,$484.26 ,$299.78 ,$348.78 ,$118.90 ,,,,,,,,,,,,,,,,,,,89,"$2,058.82 "
Snacks,SNA01490,Oloves Basil & Garlic 10/1.1 oz,CASE,,,,,,,,,,,,,,73,4,,,,,,,,,,,,,,,,,,,,,,,$928.46 ,$50.88 ,,,,,,,,,,77,$979.34 
Snacks,SNA01524,Arnos Variety Bark Pc SML,PC SML,21,12,15,13,15,3,,,,,,,,,,,,,,,,,,,$954.45 ,$545.40 ,$681.75 ,$590.85 ,$688.90 ,$140.64 ,,,,,,,,,,,,,,,,,,,79,"$3,601.99 "
Snacks,SNA01539,Nature Box Blueberry Almond Bites Pc SM,PC SML,7,5,11,13,12,8,9,9,7,14,8,5,12,4,5,,,,,,,,,,$185.64 ,$132.60 ,$291.72 ,$344.76 ,$323.16 ,$218.72 ,$246.06 ,$246.06 ,$191.38 ,$382.76 ,$218.72 ,$136.70 ,$328.09 ,$109.37 ,$136.72 ,,,,,,,,,,129,"$3,492.46 "
Snacks,SNA01557,Bandar Foods Naan Chips Garlic 12/1 oz,CASE,8,9,10,4,3,,,,,,,,,,,,,,,,,,,,$174.80 ,$196.65 ,$218.50 ,$87.40 ,$65.55 ,,,,,,,,,,,,,,,,,,,,34,$742.90 
Snacks,SNA01598,Bandar Foods Naan Chips Tikka Masala 12/1 oz,CASE,12,2,7,8,5,,,,,,,,1,,,,,,,,,,,,$262.20 ,$43.70 ,$152.95 ,$174.80 ,$109.25 ,,,,,,,,$22.53 ,,,,,,,,,,,,35,$765.43 
Snacks,SNA01774,Bounce Energy Balls Peanut Cacao Protein Blast 12/1.73 oz,BOX,7,4,3,4,4,2,2,1,,,,,,,,,,,,,,,,,$182.00 ,$104.00 ,$78.00 ,$104.00 ,$107.25 ,$53.62 ,$53.62 ,$26.81 ,,,,,,,,,,,,,,,,,27,$709.30 
Snacks,SNA01775,Bounce Energy Balls Coconut Macadamia Protein Bliss 12/1.41 oz,BOX,7,5,6,5,9,3,4,2,,,,,,,,,,,,,,,,,$182.00 ,$130.00 ,$156.00 ,$130.00 ,$238.06 ,$80.43 ,$107.24 ,$53.62 ,,,,,,,,,,,,,,,,,41,"$1,077.35 "
Snacks,SNA01776,Bounce Energy Balls Cacao Mint Protein Bomb 12/1.48 oz,BOX,8,7,1,5,3,2,5,4,,,,,,,,,,,,,,,,,$208.00 ,$182.00 ,$26.00 ,$130.00 ,$79.62 ,$53.62 ,$134.05 ,$107.24 ,,,,,,,,,,,,,,,,,35,$920.53 
Snacks,SNA01786,That's It Fruit Bar Apple Cherry 12/1.2 oz,BOX,,,,,,,,,,,,,,3,12,15,9,8,13,,,,,,,,,,,,,,,,,,,$57.57 ,$231.64 ,$314.03 ,$190.80 ,$169.60 ,$275.60 ,,,,,,60,"$1,239.24 "
Snacks,SNA01788,That's It Fruit Bar Apple Apricot 12/1.2 oz,BOX,,,,,,,,,,,,,,1,18,10,11,8,4,,,,,,,,,,,,,,,,,,,$19.19 ,$349.53 ,$210.68 ,$233.20 ,$169.60 ,$84.80 ,,,,,,52,"$1,067.00 "
Snacks,SNA01789,That's It Fruit Bar Apple Mango 12/1.2 oz,BOX,,,,,,,,,,,,,,64,21,19,13,13,9,,,,,,,,,,,,,,,,,,,"$1,228.02 ",$409.16 ,$398.83 ,$275.60 ,$275.60 ,$190.80 ,,,,,,139,"$2,778.01 "
Snacks,SNA01792,That's It Fruit Bar Apple Coconut 12/1.2 oz,BOX,,,,,,,,,,,,,,3,16,15,12,16,12,7,,,,,,,,,,,,,,,,,,$57.57 ,$311.14 ,$314.03 ,$254.40 ,$339.20 ,$254.40 ,$148.40 ,,,,,81,"$1,679.14 "
Snacks,SNA01793,That's It Fruit Bar Apple Strawberry 12/1.2 oz,BOX,,,,,,,,,,,,,,3,11,19,9,6,8,,,,,,,,,,,,,,,,,,,$57.57 ,$215.20 ,$393.53 ,$190.80 ,$127.20 ,$169.60 ,,,,,,56,"$1,153.90 "
Snacks,SNA01794,That's It Fruit Bar Apple Pineapple 12/1.2 oz,BOX,,,,,,,,,,,,,,1,12,12,6,3,5,5,,,,,,,,,,,,,,,,,,$19.19 ,$234.39 ,$251.75 ,$127.20 ,$63.60 ,$106.00 ,$106.00 ,,,,,44,$908.13 
Snacks,SNA01836,4505 Chicharrones Classic 24/1 oz,CASE,,24,31,16,16,16,16,18,13,14,11,7,9,12,19,15,,13,9,1,,,,,,"$1,309.17 ","$1,690.95 ",$872.76 ,$884.66 ,$900.00 ,$900.00 ,"$1,012.50 ",$731.25 ,$787.50 ,$618.75 ,$393.75 ,$506.25 ,$675.00 ,"$1,068.75 ",$885.00 ,,$780.00 ,$540.00 ,$60.00 ,,,,,260,"$14,616.29 "
Snacks,SNA01852,4505 Chicharrones Jalapeno 24/1 oz,CASE,,,,,,,,,,,,,,,,,,6,9,1,,,,,,,,,,,,,,,,,,,,,,$360.00 ,$540.00 ,$60.00 ,,,,,16,$960.00 
Snacks,SNA01922,True Gentlemen's Jerky Korean BBQ 1 oz,EACH,,,,,,,,,570,,,,,480,560,560,480,560,320,,,,,,,,,,,,,,"$1,558.60 ",,,,,"$1,312.50 ","$1,531.25 ","$1,604.20 ","$1,400.04 ","$1,633.38 ",$933.36 ,,,,,,"3,530","$9,973.33 "
Snacks,SNA01923,True Gentlemen's Jerky Honey Bourbon 1 oz,EACH,,,,,,,,,,,,,,400,400,480,480,560,640,80,,,,,,,,,,,,,,,,,,"$1,093.75 ","$1,093.75 ","$1,400.04 ","$1,400.04 ","$1,633.38 ","$1,866.72 ",$233.34 ,,,,,"3,040","$8,721.02 "
Snacks,SNA01984,WaiLana Cassava Pops Volcano 24/.8 oz,CASE,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,$58.84 ,$88.26 ,,,,,,5,$147.10 
Snacks,SNA02170,Veggie Gos Fruit Snack Strawberry Chia Beet 12/0.5 oz,BOX,,,,,,,,,,,,,,,,,,,,,116,8,,,,,,,,,,,,,,,,,,,,,,,"$1,825.10 ",$125.87 ,,,124,"$1,950.97 "
Snacks,SNA02187,Belgian Boys Cookie Butter Cookies 115/1OZ,CASE,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,$988.62 ,,,,,,,,,8,$988.62 
Snacks,SNA02196,Angie's Boomchickapop Kettle Popcorn Pumpkin Spice PC SML,PC SML,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,$15.68 ,,,,,,,,,,,,,,,2,$15.68 
Snacks,SNA02224,Way Better Snacks Chips Sweet Chili 12/1 OZ,CASE,,,,,,,,,,,,6,13,13,16,14,13,9,2,1,,2,,,,,,,,,,,,,,$81.48 ,$176.54 ,$176.54 ,$222.78 ,$205.58 ,$195.26 ,$135.18 ,$30.04 ,$15.02 ,,$30.04 ,,,89,"$1,268.46 "
Snacks,SNA02225,Way Better Snacks Chips Sweet Potato 12/1 OZ,CASE,,,,,,,,,,,,6,12,14,15,11,13,6,5,4,2,2,,,,,,,,,,,,,,$81.48 ,$162.96 ,$190.12 ,$208.70 ,$162.40 ,$195.26 ,$90.12 ,$75.10 ,$60.08 ,$30.04 ,$30.04 ,,,90,"$1,286.30 "
Snacks,SNA02311,Mary's Gone Crackers Gluten Free Pc 3.2 L,PC 3.2 L,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,$76.33 ,5,$76.33 
Sundries,SUN00132,Softsoap Hand Soap 11.25 oz,EACH,,,,,,,,,,,,,24,,12,,18,16,12,12,,,20,8,,,,,,,,,,,,,$92.77 ,,$46.38 ,,$74.21 ,$65.97 ,$49.48 ,$49.48 ,,,$82.46 ,$32.98 ,122,$493.73 
Sweeteners & Creamers,SWE00055,Coffee Mate Liquid Creamer French Vanilla Sugar Free 32 oz,EACH,4,3,2,2,2,5,8,7,8,3,3,2,3,2,7,3,6,8,8,12,17,13,17,11,$26.60 ,$19.95 ,$13.30 ,$13.30 ,$13.51 ,$34.30 ,$54.88 ,$48.02 ,$54.88 ,$20.58 ,$20.58 ,$13.72 ,$20.58 ,$13.72 ,$48.02 ,$21.96 ,$43.92 ,$58.56 ,$58.56 ,$87.84 ,$124.44 ,$98.13 ,$130.05 ,$84.15 ,156,"$1,123.55 "
Sweeteners & Creamers,SWE00079,Coffee Mate Liquid Creamer Hazelnut 32 oz,EACH,11,8,8,10,10,13,12,14,12,16,11,8,15,12,14,12,13,14,13,20,12,14,16,12,$56.65 ,$41.20 ,$41.20 ,$51.50 ,$52.14 ,$69.04 ,$63.72 ,$74.34 ,$63.73 ,$84.96 ,$58.42 ,$42.48 ,$79.66 ,$63.72 ,$74.34 ,$65.88 ,$73.71 ,$79.37 ,$85.26 ,$146.40 ,$87.84 ,$105.45 ,$122.40 ,$91.80 ,300,"$1,775.21 "
Sweeteners & Creamers,SWE00091,Coffee Mate Liquid Creamer Italian Sweet Creme 32 oz,EACH,10,4,10,9,8,9,9,12,7,10,4,5,7,5,6,9,10,13,10,13,15,6,15,10,$66.50 ,$26.60 ,$66.50 ,$59.85 ,$53.83 ,$61.74 ,$61.74 ,$82.32 ,$48.02 ,$68.60 ,$27.44 ,$34.30 ,$48.02 ,$34.30 ,$41.16 ,$64.49 ,$73.19 ,$95.16 ,$73.20 ,$95.16 ,$109.80 ,$44.91 ,$114.75 ,$76.50 ,216,"$1,528.08 "
Sweeteners & Creamers,SWE00112,Coffee Mate Liquid Creamer French Vanilla 32 oz,EACH,17,11,17,13,16,16,14,20,11,11,8,5,10,13,9,9,12,15,14,13,16,21,13,12,$87.55 ,$56.65 ,$87.55 ,$66.95 ,$86.74 ,$92.30 ,$80.78 ,$115.39 ,$63.47 ,$63.47 ,$46.16 ,$28.85 ,$57.70 ,$75.00 ,$51.93 ,$54.21 ,$73.80 ,$92.25 ,$93.12 ,$95.16 ,$117.12 ,$158.34 ,$99.45 ,$91.80 ,316,"$1,935.74 "
Sweeteners & Creamers,SWE00051,Glorybee Clover Honey Bear 2 lb,EACH,36,36,24,,24,20,,12,32,16,12,24,12,12,24,12,12,,9,12,9,27,12,34,$522.81 ,$522.81 ,$348.54 ,,$348.54 ,$299.53 ,,$179.72 ,$479.25 ,$239.62 ,$179.72 ,$359.44 ,$179.81 ,$179.81 ,$359.62 ,$215.73 ,$215.73 ,,$161.80 ,$215.73 ,$161.80 ,$485.40 ,$215.73 ,$611.24 ,411,"$6,482.38 "
Sweeteners & Creamers,SWE00021,Torani Syrup French Vanilla 25.4 oz,EACH,1,2,4,1,3,3,1,3,1,1,1,,5,,,5,,4,2,4,3,1,4,3,$7.65 ,$15.30 ,$30.60 ,$7.65 ,$23.19 ,$23.67 ,$7.89 ,$23.67 ,$7.89 ,$7.89 ,$7.89 ,,$39.45 ,,,$41.56 ,,$33.67 ,$16.83 ,$36.60 ,$27.45 ,$9.15 ,$36.60 ,$27.45 ,52,$432.05 
Sweeteners & Creamers,SWE00076,Coffee Mate Liquid Creamer Original 32 oz,EACH,8,5,11,4,4,6,5,3,4,4,7,3,4,4,4,6,5,8,7,5,5,9,4,3,$35.52 ,$22.20 ,$48.84 ,$17.76 ,$18.04 ,$27.48 ,$22.90 ,$13.74 ,$18.32 ,$18.32 ,$32.06 ,$13.74 ,$18.32 ,$18.32 ,$18.32 ,$28.38 ,$24.40 ,$39.04 ,$43.92 ,$36.60 ,$36.60 ,$68.19 ,$30.60 ,$22.95 ,128,$674.56 
